tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1900,07:25.5,39:06.1,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3225,Baldwin at Montgomery,40.7236589,-74.0641943,45464,Customer,1970,0
236,08:13.9,12:10.1,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,38392,Customer,1970,0
1047,11:01.4,28:28.5,3276,Marin Light Rail,40.71458404,-74.04281706,3678,Fairmount Ave,40.72572614,-74.07195926,54268,Customer,1970,0
491,15:09.7,23:20.8,3202,Newport PATH,40.7272235,-74.0337589,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42307,Customer,1970,0
193,21:05.1,24:18.3,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,44452,Customer,1970,0
448,46:23.4,53:51.5,3639,Harborside,40.7192517,-74.034234,3199,Newport Pkwy,40.7287448,-74.0321082,48740,Customer,1970,0
228,47:05.5,50:54.4,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,44392,Customer,1970,0
764,48:04.0,00:48.2,3639,Harborside,40.7192517,-74.034234,3194,McGinley Square,40.72533993,-74.06762213,40440,Customer,1970,0
547,50:09.1,59:16.4,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,31242,Customer,1970,0
139,00:12.5,02:31.9,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42601,Customer,1970,0
193,11:10.1,14:23.7,3276,Marin Light Rail,40.71458404,-74.04281706,3273,Manila & 1st,40.72165072,-74.04288411,54259,Customer,1970,0
380,42:09.1,48:29.3,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,35358,Customer,1970,0
489,42:53.8,51:03.6,3199,Newport Pkwy,40.7287448,-74.0321082,3639,Harborside,40.7192517,-74.034234,48740,Customer,1970,0
274,50:00.0,54:34.1,3639,Harborside,40.7192517,-74.034234,3186,Grove St PATH,40.71958612,-74.04311746,42601,Customer,1970,0
1332,56:04.7,18:16.9,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,47258,Customer,1970,0
230,49:28.4,53:18.5,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,29814,Customer,1970,0
389,50:28.5,56:58.2,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,47019,Customer,1970,0
332,51:30.3,57:03.0,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,42177,Customer,1970,0
243,09:56.8,14:00.0,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,44721,Customer,1970,0
298,21:12.5,26:11.0,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,29983,Customer,1970,0
144,21:46.5,24:10.9,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42788,Customer,1970,0
1184,41:02.9,00:47.3,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,45278,Customer,1970,0
4917,02:06.8,24:04.3,3205,JC Medical Center,40.71653978,-74.04963791,3694,Jackson Square,40.71113,-74.0789,45278,Customer,1970,0
597,15:09.3,25:06.9,3195,Sip Ave,40.7308971,-74.06391263,3677,Glenwood Ave,40.72755147,-74.07106072,44283,Customer,1970,0
323,42:22.0,47:45.5,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,42601,Customer,1970,0
628,57:13.2,07:42.2,3678,Fairmount Ave,40.72572614,-74.07195926,3694,Jackson Square,40.71113,-74.0789,46541,Customer,1970,0
495,18:38.1,26:53.7,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,40465,Customer,1970,0
548,20:33.4,29:41.9,3678,Fairmount Ave,40.72572614,-74.07195926,3186,Grove St PATH,40.71958612,-74.04311746,54268,Customer,1970,0
140,10:28.7,12:48.7,3202,Newport PATH,40.7272235,-74.0337589,3638,Washington St,40.7242941,-74.0354826,29931,Customer,1970,0
333,30:27.6,36:01.3,3206,Hilltop,40.7311689,-74.0575736,3203,Hamilton Park,40.72759597,-74.04424731,27102,Customer,1970,0
3521,48:52.9,47:34.2,3195,Sip Ave,40.7308971,-74.06391263,3195,Sip Ave,40.7308971,-74.06391263,40465,Customer,1970,0
159,49:25.6,52:05.3,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,54268,Customer,1970,0
345,55:38.8,01:24.2,3199,Newport Pkwy,40.7287448,-74.0321082,3639,Harborside,40.7192517,-74.034234,47258,Customer,1970,0
560,07:47.2,17:07.6,3210,Pershing Field,40.74267714,-74.05178863,3640,Journal Square,40.73367,-74.0625,48929,Customer,1970,0
873,08:23.5,22:56.7,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3202,Newport PATH,40.7272235,-74.0337589,44664,Customer,1970,0
622,09:35.9,19:58.4,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,41620,Customer,1970,0
480,18:09.8,26:10.7,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,54260,Customer,1970,0
125,21:18.6,23:24.2,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,43416,Customer,1970,0
172,22:57.9,25:50.6,3272,Jersey & 3rd,40.72333159,-74.04595256,3186,Grove St PATH,40.71958612,-74.04311746,45959,Subscriber,1981,1
175,27:30.8,30:26.2,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,40866,Customer,1970,0
204,33:28.4,36:52.5,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,54251,Customer,1970,0
315,34:58.6,40:14.0,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,42155,Customer,1970,0
305,39:59.3,45:04.8,3205,JC Medical Center,40.71653978,-74.04963791,3187,Warren St,40.7211236,-74.03805095,44785,Customer,1970,0
461,41:44.2,49:26.1,3213,Van Vorst Park,40.71848892,-74.04772663,3184,Paulus Hook,40.7141454,-74.0335519,48857,Customer,1970,0
297,43:05.6,48:03.2,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,38969,Customer,1970,0
6283,46:56.0,31:39.9,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,39176,Customer,1970,0
456,49:29.9,57:06.5,3678,Fairmount Ave,40.72572614,-74.07195926,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,43236,Customer,1970,0
359,55:49.5,01:48.5,3207,Oakland Ave,40.7376037,-74.0524783,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,48922,Customer,1970,0
424,58:48.4,05:53.2,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,45198,Customer,1970,0
286,00:40.5,05:27.0,3270,Jersey & 6th St,40.72528911,-74.04557168,3205,JC Medical Center,40.71653978,-74.04963791,32575,Customer,1970,0
749,00:47.3,13:17.1,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3186,Grove St PATH,40.71958612,-74.04311746,39260,Customer,1970,0
144,08:09.8,10:34.5,3273,Manila & 1st,40.72165072,-74.04288411,3187,Warren St,40.7211236,-74.03805095,38891,Customer,1970,0
301,22:12.1,27:13.8,3209,Brunswick St,40.7241765,-74.0506564,3275,Columbus Drive,40.7183552,-74.03891444,27705,Customer,1970,0
671,31:43.8,42:54.8,3640,Journal Square,40.73367,-74.0625,3184,Paulus Hook,40.7141454,-74.0335519,24987,Customer,1970,0
260,33:31.2,37:51.8,3267,Morris Canal,40.71241882,-74.03852552,3639,Harborside,40.7192517,-74.034234,46527,Customer,1970,0
585,44:05.0,53:50.1,3209,Brunswick St,40.7241765,-74.0506564,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,39055,Customer,1970,0
110,44:44.4,46:35.0,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,45340,Customer,1970,0
461,49:02.3,56:43.6,3199,Newport Pkwy,40.7287448,-74.0321082,3186,Grove St PATH,40.71958612,-74.04311746,28157,Customer,1970,0
767,53:07.9,05:55.4,3199,Newport Pkwy,40.7287448,-74.0321082,3205,JC Medical Center,40.71653978,-74.04963791,43634,Customer,1970,0
554,56:22.7,05:36.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3639,Harborside,40.7192517,-74.034234,44911,Customer,1970,0
353,04:14.1,10:07.7,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,45198,Customer,1970,0
410,18:43.9,25:34.5,3192,Liberty Light Rail,40.7112423,-74.0557013,3276,Marin Light Rail,40.71458404,-74.04281706,24965,Customer,1970,0
423,18:52.3,25:56.2,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,42240,Customer,1970,0
238,26:03.3,30:01.9,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,54251,Customer,1970,0
349,27:06.6,32:56.4,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,35358,Customer,1970,0
197,35:39.9,38:57.6,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,44556,Customer,1970,0
366,43:52.2,49:58.3,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,44392,Customer,1970,0
883,46:30.2,01:14.2,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,29983,Customer,1970,0
478,53:06.6,01:04.9,3202,Newport PATH,40.7272235,-74.0337589,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,41962,Customer,1970,0
912,53:19.7,08:32.1,3205,JC Medical Center,40.71653978,-74.04963791,3202,Newport PATH,40.7272235,-74.0337589,42311,Customer,1970,0
717,54:42.8,06:40.3,3198,Heights Elevator,40.74871595,-74.0404433,3202,Newport PATH,40.7272235,-74.0337589,42812,Customer,1970,0
197,00:05.4,03:23.1,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,32831,Customer,1970,0
324,09:18.8,14:43.7,3273,Manila & 1st,40.72165072,-74.04288411,3203,Hamilton Park,40.72759597,-74.04424731,42704,Customer,1970,0
248,09:45.3,13:53.4,3279,Dixon Mills,40.72163014,-74.04996783,3185,City Hall,40.7177325,-74.043845,40858,Customer,1970,0
219,14:48.2,18:27.4,3639,Harborside,40.7192517,-74.034234,3267,Morris Canal,40.71241882,-74.03852552,42674,Customer,1970,0
765,19:22.7,32:08.0,3210,Pershing Field,40.74267714,-74.05178863,3279,Dixon Mills,40.72163014,-74.04996783,44682,Customer,1970,0
215,22:54.3,26:30.1,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,40440,Customer,1970,0
274,25:45.9,30:20.6,3280,Astor Place,40.7192822,-74.07126188,3678,Fairmount Ave,40.72572614,-74.07195926,39421,Customer,1970,0
70,28:03.2,29:13.9,3272,Jersey & 3rd,40.72333159,-74.04595256,3270,Jersey & 6th St,40.72528911,-74.04557168,28639,Subscriber,1987,1
1086,33:00.0,51:06.7,3193,Lincoln Park,40.7246051,-74.07840595,3203,Hamilton Park,40.72759597,-74.04424731,20105,Customer,1986,1
511,34:31.2,43:02.6,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,42704,Customer,1970,0
386,43:35.3,50:02.1,3192,Liberty Light Rail,40.7112423,-74.0557013,3205,JC Medical Center,40.71653978,-74.04963791,47019,Customer,1970,0
732,46:45.4,58:57.8,3280,Astor Place,40.7192822,-74.07126188,3205,JC Medical Center,40.71653978,-74.04963791,48923,Customer,1970,0
363,50:39.0,56:42.4,3187,Warren St,40.7211236,-74.03805095,3213,Van Vorst Park,40.71848892,-74.04772663,42439,Customer,1970,0
436,16:27.7,23:44.3,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,45464,Customer,1970,0
169,19:37.5,22:27.0,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,35358,Customer,1970,0
333,27:25.6,32:58.7,3276,Marin Light Rail,40.71458404,-74.04281706,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,43629,Customer,1970,0
550,29:10.3,38:20.3,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,35358,Customer,1970,0
236,33:30.0,37:27.0,3640,Journal Square,40.73367,-74.0625,3201,Dey St,40.737711,-74.066921,48929,Customer,1970,0
493,33:55.4,42:08.9,3199,Newport Pkwy,40.7287448,-74.0321082,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,40975,Customer,1970,0
264,41:40.0,46:04.1,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,42601,Customer,1970,0
108,48:35.3,50:23.7,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,54245,Subscriber,1989,2
636,51:29.6,02:06.4,3207,Oakland Ave,40.7376037,-74.0524783,3186,Grove St PATH,40.71958612,-74.04311746,42825,Customer,1970,0
257,53:33.2,57:51.1,3211,Newark Ave,40.72152515,-74.04630454,3269,Brunswick & 6th,40.72601173,-74.05038893,54261,Customer,1970,0
1756,55:00.0,24:16.2,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,28619,Subscriber,1989,2
369,56:05.9,02:15.3,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,42674,Customer,1970,0
388,00:04.7,06:33.0,3186,Grove St PATH,40.71958612,-74.04311746,3267,Morris Canal,40.71241882,-74.03852552,45464,Customer,1970,0
388,06:37.6,13:06.1,3279,Dixon Mills,40.72163014,-74.04996783,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44682,Customer,1970,0
697,07:06.8,18:44.3,3210,Pershing Field,40.74267714,-74.05178863,3209,Brunswick St,40.7241765,-74.0506564,42250,Customer,1970,0
233,07:30.2,11:24.1,3214,Essex Light Rail,40.7127742,-74.0364857,3275,Columbus Drive,40.7183552,-74.03891444,45240,Customer,1970,0
409,10:54.5,17:44.3,3206,Hilltop,40.7311689,-74.0575736,3186,Grove St PATH,40.71958612,-74.04311746,44684,Customer,1970,0
564,16:58.0,26:22.4,3213,Van Vorst Park,40.71848892,-74.04772663,3202,Newport PATH,40.7272235,-74.0337589,32540,Customer,1970,0
1031,25:58.1,43:10.0,3186,Grove St PATH,40.71958612,-74.04311746,3280,Astor Place,40.7192822,-74.07126188,45340,Customer,1970,0
315,28:21.5,33:36.6,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,44403,Customer,1970,0
284,30:21.3,35:06.1,3211,Newark Ave,40.72152515,-74.04630454,3638,Washington St,40.7242941,-74.0354826,45354,Customer,1970,0
488,33:21.9,41:30.4,3195,Sip Ave,40.7308971,-74.06391263,3269,Brunswick & 6th,40.72601173,-74.05038893,40465,Customer,1970,0
148,34:31.7,37:00.4,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,44381,Customer,1970,0
432,38:20.3,45:32.6,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,40975,Customer,1970,0
837,41:42.8,55:40.7,3678,Fairmount Ave,40.72572614,-74.07195926,3276,Marin Light Rail,40.71458404,-74.04281706,42432,Customer,1970,0
1053,43:30.7,01:04.5,3681,Grand St,40.71517768,-74.03768331,3681,Grand St,40.71517768,-74.03768331,47252,Subscriber,1983,2
180,44:22.8,47:22.9,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42805,Customer,1970,0
573,49:46.7,59:20.1,3199,Newport Pkwy,40.7287448,-74.0321082,3681,Grand St,40.71517768,-74.03768331,28619,Customer,1970,0
923,51:05.0,06:28.5,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3681,Grand St,40.71517768,-74.03768331,31966,Customer,1970,0
682,52:40.8,04:03.7,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3185,City Hall,40.7177325,-74.043845,43236,Customer,1970,0
242,55:07.2,59:09.3,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,38674,Customer,1970,0
541,55:12.7,04:14.3,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,48740,Customer,1970,0
713,56:36.1,08:29.5,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42575,Subscriber,1986,1
418,57:16.8,04:15.7,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,40465,Customer,1970,0
745,59:17.8,11:43.1,3269,Brunswick & 6th,40.72601173,-74.05038893,3638,Washington St,40.7242941,-74.0354826,54261,Customer,1970,0
1326,03:37.9,25:44.5,3202,Newport PATH,40.7272235,-74.0337589,3198,Heights Elevator,40.74871595,-74.0404433,44392,Customer,1970,0
168,05:26.8,08:15.4,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,42311,Customer,1970,0
174,06:50.5,09:45.0,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,45582,Customer,1970,0
257,19:23.9,23:41.5,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3279,Dixon Mills,40.72163014,-74.04996783,28551,Customer,1970,0
546,20:44.4,29:50.6,3275,Columbus Drive,40.7183552,-74.03891444,3186,Grove St PATH,40.71958612,-74.04311746,45240,Customer,1970,0
144,23:28.6,25:53.3,3639,Harborside,40.7192517,-74.034234,3184,Paulus Hook,40.7141454,-74.0335519,48740,Customer,1970,0
288,24:19.0,29:07.4,3279,Dixon Mills,40.72163014,-74.04996783,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42160,Customer,1970,0
250,24:27.2,28:38.0,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,31287,Customer,1970,0
445,27:22.2,34:48.0,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,43629,Customer,1970,0
885,29:24.8,44:10.0,3186,Grove St PATH,40.71958612,-74.04311746,3199,Newport Pkwy,40.7287448,-74.0321082,18220,Customer,1970,0
375,29:30.2,35:45.2,3198,Heights Elevator,40.74871595,-74.0404433,3198,Heights Elevator,40.74871595,-74.0404433,44392,Customer,1970,0
617,33:41.4,43:58.6,3186,Grove St PATH,40.71958612,-74.04311746,3199,Newport Pkwy,40.7287448,-74.0321082,45240,Customer,1970,0
197,36:19.6,39:36.8,3483,Montgomery St,40.71942,-74.05099,3185,City Hall,40.7177325,-74.043845,28607,Customer,1970,0
348,39:34.2,45:22.4,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3681,Grand St,40.71517768,-74.03768331,42160,Customer,1970,0
356,46:32.0,52:28.1,3638,Washington St,40.7242941,-74.0354826,3211,Newark Ave,40.72152515,-74.04630454,45354,Customer,1970,0
1826,47:08.6,17:35.6,3281,Leonard Gordon Park,40.74590997,-74.05727148,3281,Leonard Gordon Park,40.74590997,-74.05727148,54256,Customer,1970,0
402,48:37.8,55:20.5,3639,Harborside,40.7192517,-74.034234,3199,Newport Pkwy,40.7287448,-74.0321082,44911,Customer,1970,0
340,49:21.6,55:02.3,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,32540,Customer,1970,0
538,50:05.7,59:04.1,3202,Newport PATH,40.7272235,-74.0337589,3213,Van Vorst Park,40.71848892,-74.04772663,42812,Customer,1970,0
1194,56:00.7,15:55.0,3678,Fairmount Ave,40.72572614,-74.07195926,3203,Hamilton Park,40.72759597,-74.04424731,39421,Customer,1970,0
462,56:35.3,04:18.0,3185,City Hall,40.7177325,-74.043845,3186,Grove St PATH,40.71958612,-74.04311746,46935,Customer,1970,0
611,59:18.4,09:30.3,3210,Pershing Field,40.74267714,-74.05178863,3278,Monmouth and 6th,40.72568548,-74.04879034,28367,Customer,1970,0
147,00:43.3,03:10.6,3681,Grand St,40.71517768,-74.03768331,3214,Essex Light Rail,40.7127742,-74.0364857,42160,Customer,1970,0
350,04:31.6,10:22.5,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3186,Grove St PATH,40.71958612,-74.04311746,44059,Customer,1970,0
640,05:05.9,15:46.6,3195,Sip Ave,40.7308971,-74.06391263,3203,Hamilton Park,40.72759597,-74.04424731,42240,Customer,1970,0
175,06:21.4,09:16.9,3214,Essex Light Rail,40.7127742,-74.0364857,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,32440,Customer,1970,0
729,07:28.8,19:38.4,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,29814,Customer,1970,0
298,07:42.7,12:41.0,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,54252,Customer,1970,0
448,12:12.0,19:40.0,3192,Liberty Light Rail,40.7112423,-74.0557013,3213,Van Vorst Park,40.71848892,-74.04772663,43544,Customer,1970,0
217,13:03.2,16:40.7,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,44381,Customer,1970,0
295,13:19.7,18:15.5,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,28367,Customer,1970,0
179,15:02.2,18:01.7,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,31794,Customer,1970,0
226,16:56.6,20:43.1,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,50067,Customer,1970,0
226,20:08.6,23:55.1,3681,Grand St,40.71517768,-74.03768331,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,31966,Customer,1970,0
335,20:50.6,26:26.0,3270,Jersey & 6th St,40.72528911,-74.04557168,3275,Columbus Drive,40.7183552,-74.03891444,40697,Customer,1970,0
310,21:18.7,26:29.0,3211,Newark Ave,40.72152515,-74.04630454,3681,Grand St,40.71517768,-74.03768331,45352,Customer,1970,0
624,22:49.9,33:14.4,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3209,Brunswick St,40.7241765,-74.0506564,46030,Customer,1970,0
199,28:35.2,31:55.0,3194,McGinley Square,40.72533993,-74.06762213,3679,Bergen Ave,40.72210379,-74.071455,44381,Customer,1970,0
454,29:00.6,36:35.3,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,44710,Customer,1970,0
397,30:51.1,37:28.4,3210,Pershing Field,40.74267714,-74.05178863,3195,Sip Ave,40.7308971,-74.06391263,42174,Customer,1970,0
953,31:15.8,47:09.0,3194,McGinley Square,40.72533993,-74.06762213,3205,JC Medical Center,40.71653978,-74.04963791,54250,Customer,1970,0
523366,40:11.0,02:57.2,3640,Journal Square,40.73367,-74.0625,3245,NYCBS DEPOT - DELANCEY,40.71644423,-73.98233056,54270,Customer,1970,0
208,40:19.8,43:48.3,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,42423,Customer,1970,0
404,41:53.5,48:38.4,3275,Columbus Drive,40.7183552,-74.03891444,3203,Hamilton Park,40.72759597,-74.04424731,40697,Customer,1970,0
1009,44:35.8,01:25.5,3279,Dixon Mills,40.72163014,-74.04996783,3201,Dey St,40.737711,-74.066921,54247,Customer,1970,0
1404,44:50.0,08:14.2,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,18220,Customer,1970,0
1171,47:10.5,06:42.1,3213,Van Vorst Park,40.71848892,-74.04772663,3199,Newport Pkwy,40.7287448,-74.0321082,42439,Subscriber,1951,1
908,48:39.6,03:48.5,3195,Sip Ave,40.7308971,-74.06391263,3206,Hilltop,40.7311689,-74.0575736,18808,Customer,1970,0
412,51:40.8,58:33.7,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,54260,Customer,1970,0
471,52:15.7,00:06.9,3209,Brunswick St,40.7241765,-74.0506564,3681,Grand St,40.71517768,-74.03768331,42250,Customer,1970,0
98,59:16.3,00:54.7,3483,Montgomery St,40.71942,-74.05099,3213,Van Vorst Park,40.71848892,-74.04772663,42485,Customer,1970,0
275,59:51.3,04:26.8,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,32349,Customer,1970,0
368,03:10.1,09:18.4,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3214,Essex Light Rail,40.7127742,-74.0364857,32440,Subscriber,1956,1
108,04:33.4,06:21.4,3205,JC Medical Center,40.71653978,-74.04963791,3213,Van Vorst Park,40.71848892,-74.04772663,54250,Customer,1970,0
340,06:16.3,11:56.7,3185,City Hall,40.7177325,-74.043845,3209,Brunswick St,40.7241765,-74.0506564,28607,Customer,1970,0
250,07:02.1,11:12.1,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,46935,Customer,1970,0
413,07:40.6,14:33.9,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,54268,Customer,1970,0
1241,09:18.1,29:59.9,3681,Grand St,40.71517768,-74.03768331,3694,Jackson Square,40.71113,-74.0789,38990,Customer,1970,0
112,11:08.1,13:00.2,3205,JC Medical Center,40.71653978,-74.04963791,3213,Van Vorst Park,40.71848892,-74.04772663,38930,Customer,1970,0
287,11:17.4,16:04.8,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42358,Subscriber,1991,1
1223,12:10.6,32:34.5,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,42432,Customer,1970,0
895,15:41.4,30:36.9,3640,Journal Square,40.73367,-74.0625,3199,Newport Pkwy,40.7287448,-74.0321082,49257,Customer,1970,0
132,17:30.4,19:42.5,3205,JC Medical Center,40.71653978,-74.04963791,3213,Van Vorst Park,40.71848892,-74.04772663,47019,Customer,1970,0
191,19:49.0,23:00.2,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3214,Essex Light Rail,40.7127742,-74.0364857,38969,Customer,1970,0
136,24:17.5,26:34.4,3205,JC Medical Center,40.71653978,-74.04963791,3213,Van Vorst Park,40.71848892,-74.04772663,48910,Customer,1970,0
437,25:47.6,33:05.0,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,25459,Customer,1970,0
147,29:29.1,31:56.9,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,43236,Customer,1970,0
115,32:43.2,34:38.5,3205,JC Medical Center,40.71653978,-74.04963791,3213,Van Vorst Park,40.71848892,-74.04772663,43634,Customer,1970,0
